ñikuy|v.tr.|pedir
ñin|expr.|dicen
ñina|adj.|fino; perfecto; cosa muy fina o muy perfecta como en todos los colores
ñina awasqa|s.(<i>tex</i>)|ropa fina; ahuasca fina
ñinachiy|v.tr.|relacionar
ñinaku|s.|equivalencia
ñinakuy|s.|altercado; equivalencia
ñinakuy|v.recip.|consultar; equivaler; corresponder
ñina k'umpi|s.(<i>tex</i>)|ropa muy fina; cumpi fino
ñina llimpikuna|s.(<i>tex</i>)|colores finos
ñinan|adj.|gran; mucho
ñina p'acha|s.(<i>tex</i>)|"paño fino, muy delgado y suave "
ñina qillu|adj.(<i>col</i>)|amarillo fino
ñina simi|s.|lengua oral
ñina yana|adj.(<i>col</i>)|negro fino
ñinayay|v.tr.|significar; querer decir
ñinku|expr.|dicen; ellos dicen
ñiñachiy|v.tr.|comparar
ñiñiy|v.tr.|creer
ñiqi|adj.|tuerto
ñiqi|postpos.num.ord.|"[Número ordinal]; [ordinal que expresa sucesión, gradación]; [morfema ordenal]"
ñiqi|s.|abolladura; choque; golpe que quebranta
ñiqi|s.(<i>d2</i>)|barro; fango; lodo
ñiqichay|v.tr.|embarrar
ñiqilu|adj.|que tiene el ojo sucio o defectuoso
ñiqin|postpos.num.ord.|"[Número ordinal]; [ordinal que expresa sucesión, gradación]"
ñiqiñiqi uchaqrusqa|p.p.p.|pantanoso
ñiqiy|v.tr.|abollar; hundir o quebrar de un golpe
ñiqpi|adv.preadj.|alrededor
ñiqta uyapasqani|expr.|he oído decir (<i>tono gentil</i>)
ñiqtukuy|v.tr.|fingir; aparentar; disimular
ñiqwi|s.|médula; tuétano
ñiraq|adj.|parecido; semejante; similar; igual
ñiraq|s.|color; clase; especie
ñisañiy|v.tr.|querer decir
ñispachaqa|adv.m.|entonces; en ese caso
ñispapas|expr.|sin embargo
ñispaqa|adv.m.|entonces; siendo así
ñisqa|p.p.p.|dicho; el dicho
ñisqalla|expr.|fingido
ñisqata hunt'ay|expr.|llevar a cabo una promesa
ñisqay hinallataq (<i>ñuqa ñisqa hinallataq</i>)|expr.|como digo yo
ñisun|expr.|por ejemplo
ñisunman|expr.|diríamos
ñisunman hina|adv.m.|por ejemplo
ñisyu|adv.m.|demasiado; mucho; fuertemente; bastante; muy
ñisyu kachisapa|expr.|está muy salado
ñitkay|s.|tropezón
ñitkay|v.mov.|tropezar
ñit'ikuy|s.|impresión
ñit'inakuy|v.recip.|apiñarse; apretarse entre muchos
ñit'isqa|p.p.p.|tupido; prensado; compactado
ñit'iy|s.|presión
ñit'iy|s.(<i>fil</i>)|impresión
ñit'iy|v.tr.|apretar; prensar; oprimir; presionar; compactar; comprimir; aplastar
ñiwaq|s.a.|teniente; patrón
ñiway|expr.|dime
ñiy|s.|expresión; dicho; decir
ñiy|v.dic.|decir; opinar; querer; querer decir; aceptar; mencionar; expresar; manifestar; contar; relatar
ñiyta munay|v.tr.|querer decir
ñukch'u|s.(<i>bot</i>)|"especie de salvia; planta de flores rojas y tubulares, de hojas y frutos amarillos; flor sagrada de los Inkas"
ñukiy|v.tr.|mirar para arriba
ñukiykachaq|adj.|rozagante
ñukña|adj.|falso
ñukñakilu|adj.|presumido
ñukñay|v.tr.|presumir; cortejar; galantear; coquetear
ñukñu|adj.|dulce
ñukñu|s.|leche
ñukñu|s.|espíritu
ñukñukyasqa|p.p.p.|ablandado
ñukñukyay|v.tr.|ablandar
ñukñu pichana|s.(<i>bot</i>)|nuc nuc pichana; especie de planta medicinal de la selva; escobilla; specie de planta medicinal que es buena contra las fiebres. Hay muchas species en la región; ñucño-pichana
ñukñusimi|s.|lisonjero
ñukñutiru|s.(<i>f.esp</i>)|que le gusta el dulce en exceso
ñukyuy|v.tr.|sustentar (<i>mantener</i>)
ñuk'u|adj.(<i>med</i>)|manco; de brazos inválidos; inválido de manos
ñuk'usqa|p.p.p.|desamparado
ñuk'uyay|v.intr.|volverse manco; perder el brazo
ñuñu|s.|leche
ñuñu|s.(<i>ana</i>)|seno femenino; teta; ubre; pezón; leche; nodriza; glándula mamaria; pecho de la mujer; ubre de los animales; seno; pecho femenino; mama
ñuñuchiy|v.tr.|amamantar; dar la madre el pecho al hijo; dar de mamar; mamar; dar el pecho; lactar
ñuñukuna|s.(<i>ana</i>)|seno femenino; tetas; pezones; pecho de la mujer; seno
ñuñula|adj.|tetuda
ñuñuma|s.(<i>zoo</i>)|pato silvestre
ñuñumaya|s.|"planta solanácea, sus raices son pectorales y antirreumáticas"
ñuñunku|s.(<i>bot</i>)|fruto del cactus
ñuñuña|s.(<i>bot</i>)|especie de planta de flores moradas que da bayas
ñuñu paqwaq|s.|el último de la familia
ñuñupayay|v.tr.|amamantar
ñuñuqa|s.|mamada inicial
ñuñuqachiy|v.tr.|hacer que el ternero efectúe la mamada inicial
ñuñuqay|v.intr.|iniciar la mamada
ñuñuqllaraq|s.(<i>fam</i>)|neonato; lactante
ñuñu sut'u|s.|leche materna
ñuñuy|v.intr.|mamarse; beber leche materna; amamantar
ñuñuy|v.tr.|mamar
ñuñuy wawa|adj.|niño de teta
ñupiy|v.tr.|amasar; apretar
ñuqa|pron.pers.|yo
ñuqa hinallataq paypas allinmi kan|expr.|Él es bueno como yo soy
ñuqamanqa pay kinkinmi rikchan|expr.|me parece ...
ñuqa mikhuchun mikhuna|expr.|comida para que como
ñuqanchik|pron.pers.|nosotros (<i>inclusivo</i>); nosotras (<i>inclusivo</i>); nosotros; nosotros; nosotras
ñuqanchikkuna|pron.pers.|"nosotros (<i>inclusivo, tres o más</i>); nosotras (<i>inclusivo, tres o más</i>)"
ñuqanchikpa|pron.pos.|nuestro (<i>inclusivo</i>); nuestra (<i>inclusivo</i>)
Ñuqanchikqa huk simim kanchik|expr.|Nosotros somos de una sola palabra
ñuqap|pron.pos.|mío; mía; mi
ñuqapaq|pron.pers.|para mí
ñuqapaq allinmi uyarin|expr.|me parece bien
Ñuqapaqa ... sutiymi.|expr.|Me llamo ...
ñuqapas|expr.|yo también
ñuqapas pay hina charisqayman yuyay|expr.|envidiar; estar celoso
ñuqap ... sutiymi|expr.|Me llamo ...
ñuqaqa chunka watayuqmi kani|expr.|edad
Ñuqaqa ... mi kani.|expr.|Yo soy ...
ñuqa qillqaqatisaq|expr.|yo leeré
ñuqata ari ñiqpi pachaqa|expr.|si me aceptas de verdad
ñuqawan|pron.pers.|conmigo
ñuqa wiña|s.|mi edad
ñuqayku|pron.pers.|nosotros (<i>exclusivo</i>); nosotras (<i>exclusivo</i>)
ñuqaykup|pron.pos.|nuestro (<i>exclusivo</i>); nuestra (<i>exclusivo</i>)
ñuqch'a|s.|nuera
ñusi|s.(<i>zoo</i>)|gusano
ñuskhu|adj.|inútil; sin valor
ñusñuy|v.intr.|respirar con ruido
ñust'a|s.|doncella
ñust'a|s.(<i>his</i>)|princesa; infanta
ñust'a|s.(<i>mit</i>)|espíritus femeninos del agua
ñust'a|s.(<i>spi</i>)|sacerdotisa del quinto nivel
ñusu|adj.|el que acostumbra sorber los mocos
ñusuy|v.intr.|resoplar; bufar; sonarse
ñuti|s.|moco
ñutisapa|adj.|mocoso
ñutita|adj.|mocoso
ñutqu|adj.|molido; refinado (<i>molido</i>)
ñutqu|s.(<i>ana</i>)|seso; cerebro; encéfalo; sesos; médula; médula ósea
ñutqu allpa|s.|polvo
ñutquchiy|v.tr.|moler; moler en polvo; pulverizar; moler fino; refinar (<i>moler fino</i>)
ñutqu illaq|s.a.|calavera
ñutqu p'istuq llika|s.(<i>ana</i>)|meninge
ñutqu p'istuq llika unquy|s.(<i>med</i>)|menigitis
ñutquyuq|s.p.|que tiene sesos; persona de buen juicio
ñutu|s.(<i>ana</i>)|músculo
ñut'u|adj.|suave; liso; alimento apachurrado; desmenuzado; convertido en pasta; molido; menudo
ñut'u|s.(<i>mik</i>)|"dulce preparado a base de almidón de yuca, aguardiente, azúcar, huevos y manteca, se asan en horno de barro"
ñut'u allpa|s.|polvo
ñut'uchiy|v.tr.|pulverizar; polvorizar; machacar
ñut'u chuspi|s.(<i>zoo</i>)|mosquito
ñut'ulla|adj.|suave; liso
ñut'u machka|s.|polvo
ñut'u papa|s.|puré de papa
ñut'upuy|v.tr.|desmenuzar; desmigajar
ñut'usqa|adj.p.|apachurrado; convertido en pasta
ñut'usqa papa|s.|tortilla de papas
ñut'u tamya|s.(<i>met</i>)|llovizna
ñut'u tamya urmay|v.impers.(<i>met</i>)|lloviznar
ñut'uy|v.tr.|aplastar; compactar; apachurrar; convertir en pasta o molécula; moler; pulverizar
p|fon.|"(<i>fonema consonántico oclusivo, bilabial, simple</i>); (<i>consonante labial simple</i>)"
paaray|v.intr.|vivir
pacha|interj.|irás ahora mismo
pacha|postpos.|desde
pacha|postpos.adv.m.|de verdad; mismo
pacha|s.|tiempo; época; universo; tierra; mundo; cosmos; era; suelo; espacio; aturaleza; hora; fecha; región; país; lugar; la tierra; el mundo; el iempo; piso
pacha|s.(<i>uni</i>)(<i>neo</i>)|hora
pachachiy|v.tr.|ubicar
pacha illariy|s.|amanecer
pacha illariy|s.(<i>mit</i>)|inicio de tiempo
pachak|num.c.|cien; el número 100; centena; ciento
pachak|s.|siglo
pachaka|s.(<i>his</i>)|provincia de cien familias
pachaka|s.(<i>his</i>)(<i>d2</i>)|gobernador de cien familias en el tiempo inka; mayordomo mayor del Inca que tenía a cargo sus haciendas
pachakaman ñinasqa|adj.|"agrario,a"
Pachakamaq|s.(<i>mit</i>)|divinidad andina; creador del mundo; dios; cuidador de la pacha; dios creador
Pachakamaq|s.(<i>top</i>)|templo andino cerca de la ciudad de Lima
Pachakamaq Mayu|s.(<i>top</i>)|río en el departamento de Lima (<i>Perú</i>); (<i>esp.</i>) río Lurín
pachakamaykuna|s.(<i>pol</i>)|leyes agrarias
pacha kaqpa|adj.poses.|"agrario,a"
pacha kawsay|s.|vida del mundo; naturaleza; medio ambiente; pachavivencia (<i>palabra que se aproxima a cosmovisión</i>)
pachak chaki|s.(<i>zoo</i>)|milpiés; ciempies; ciempiés
pachakchasqa|s.|centena
pachakchay|v.tr.|dividir entre cien
pachak ch'iqta chhipiqa|s.(<i>uni</i>)|centigramo
pachak ch'iqta p'uylu|s.(<i>uni</i>)|centilitro
pachak huña|s.(<i>mat</i>)|centena
pachak kuti mirachiy|v.tr.|centuplicar
pachak k'anchar|s.(<i>uni</i>)|hectárea
pachak k'isura|s.(<i>uni</i>)|hectogramo
pachak mitru|s.(<i>uni</i>)|hectómetro
pachak ñiqin|num.o.|centésimo
pachak ñiqin k'atma|s.(<i>mat</i>)|centígrado
pachak patma|num.fract.|centavo; por ciento
pachakpi patmasqa|p.p.p.|centesimal
pachak p'uylu|s.(<i>uni</i>)|hectolitro
pachakuti|s.(<i>agr</i>)|planta con efectos regenerativos en los campos de barbecha
pachakuti|s.(<i>mit</i>)|vuelta del tiempo; retorno del mundo; retorno del tiempo; retorno de la pacha; mundo vuelto; la tierra que regresa; transmutación cósmica que sucede ntre una one era y la próxima (<i>en historia Inka</i>)
pachakutiq|s.(<i>mit</i>)|transformador del mundo; reformador; nombre de un Inka
Pachakutiq Inka Yupanki|s.(<i>per</i>)|"el noveno emperador Inka atribuido de construir la mayor parte del imperio incáico, gobernó aproximadamente entre 1438 y 1471"
pacha kuyuchiq|adj.|"movedor o sacudidor del mundo, atributo de Pachakamax; dios del terremoto en Waruchiri"
pacha kuyuy|s.|temblor; temblor de tierra; terremoto
pacha kuyuy|v.intr.|temblar (<i>tierra</i>)
pachak wata raymi|s.|centenario
pachak wata unaq|s.(<i>tmp</i>)|siglo
pachak watayuq|adj.|centenario
pacha k'anchay|s.|luz universal; luz del sol
pachallan p'acha|s.(<i>tex</i>)|vestido nuevo
pachalluq'i|s.(<i>bot</i>)|pachalloque; planta usada para teñir de amarillo
pacha mach'ay|s.|cueva subterránea
pachamama|s.|vida del mundo; naturaleza
Pachamama|s.(<i>mit</i>)|"divinidad andina; divinidad incaica que representaba a la tierra; tierra madre; madre tierra (<i>voz conocida pero no usada en Argentina, en Santiago del Estero no tiene una acepción religiosa</i>); universo; Madre Tierra; Madre Tiempo; Madre Espacio; Madre Mundo; Madre Naturaleza; Madre Cosmos; Madre Universal"
pacha manka|s.(<i>mik</i>)|comida preparada en hoyos caldeados cubiertos con tierra; especie de banquete; convite público con que las autoridades reales agasajaban al pueblo
pachamara|s.(<i>bot</i>)|pachamara; planta usada para teñir de anaranjado
pacha mit'a|s.|estación; cada uno de los cuatro períodos en que se divide el año
pachamuyup|adj.poses.(<i>fis</i>)|gravitación
pachan|adj.|entero; lo mismo
pachan|s.|fondo
pachan|s.pr.|base
pachana|s.|ubicación
pacha nanay|s.(<i>med</i>)|dolor de estómago
pachanka|s.(<i>fis</i>)|cuerpo
pachan kaq|adj.|invariable
pachanpi|adv.l.|en el sitio; ahí mismo
pachanpi|adv.t.|al mismo momento; súbitamente
pachan purallam rikch'ay|v.tr.|parecerse uno a otro 
pachan p'acha|s.(<i>tex</i>)|vestido nuevo
pachapallay|s.(<i>bot</i>)|"patsapallay, pachapallay (<i>pequeña planta de la puna cuyas raíces dulzonas se mastican. Si se mastica mucho produce caries y ennegrece los labios</i>)"
pachapaqa lusiru|s.(<i>ast</i>)|lucero del alba; Venus
pachapaqariq ch'aska|s.(<i>ast</i>)|lucero del alba; Venus
pachapi kachkaq|s.(<i>fil</i>)|ser en el mundo; lo que está siendo en el mundo
pacha pintu|s.(<i>tex</i>)|sábana
pacha puquy|s.(<i>agr</i>)|maduración de frutos y granos
pachapuquy killa|s.(<i>mes</i>)|"cuarto mes del año, abarcaba los finales de marzo y una mayor parte de abril; marzo (<i>en la era de los Inkas: Mes de maduración de frutos y granos, los animales engordaban y la gente comía en forma temprana los productos. En este es se sacrificaban carneros (<i>llamas</i>) negros a las divinidades locales en los cerros más altos. También se hacía ayuno privándose de la sal y sin tocar mujer</i>)"
pacha phuyu|s.|neblina
pachaq|s.(<i>his</i>)|curaca que volvía por todos los suyos (<i>en el tiempo Inka</i>)
pachaq killa|s.(<i>mes</i>)|marzo
pachaq kuraka|s.(<i>his</i>)|curaca que volvía por todos los suyos (<i>en el tiempo Inka</i>)
pacha qururumpa kaynin|s.(<i>fis</i>)|redondez de la tierra
pachar|s.(<i>min</i>)|mármol
pachas|adj.|pobre
pachasapa|adj.|barrigón
pachastay|v.tr.|pintar con cal
pachatira|s.(<i>mit</i>)|deidad perversa
pacha tupuq|s.(<i>neo</i>)|reloj; medidor del tiempo
pachatupuy|s.|geometría
pachatupuykama|s.|geometría
pachatupuymanta yachaq|s.a.|geómetra
Pachatusan|s.(<i>top</i>)|nombre de un cerro en el departamento del Qosqo (<i>que soporta la tierra</i>)
pachawara|s.|aurora
pacha waramuy|s.|amanecer
pacha wataq|s.|reloj
pachawip patman|s.|óptica
pachay|v.intr.|acostumbrarse a un lugar; ambientarse; llegar a un acuerdo; acomodarse bien; acostumbrarse; prender una planta
pachayachachi|s.a.|vivificador del mundo
pachi|expr.|gracias
pachiy|v.tr.|poner la semilla en los surcos
pachiykuy|v.intr.|agradecer; dar las gracias
pachkachiy|v.tr.|salpicar
pachkas|s.(<i>zoo</i>)|saltamontes
pachkay|v.mov.|brincar; saltar
pachkaykachay|v.mov.|retozar
pachkiy|v.tr.|descoser
pachpa|s.(<i>med</i>)|eczema
pachu|s.(<i>zoo</i>)|cordero
pachuku|adj.|de cabello medio rubio
pachyachiy|v.intr.|detonar; volar (<i>hacer reventar</i>)
pachyapa|s.(<i>mik</i>)|cancha reventada
pachyay|v.intr.|estallar; explosionar; reventar; reventarse
pach'a|s.(<i>ana</i>)|estómago; barriga; vientre; abdomen; panza; estómago; panza; vientre; estómago; barriga; estómago
pach'a hunt'ay|s.|últimos meses de embarazo
pach'a kuru|s.(<i>med</i>)|parásito intestinal
pach'ayuq|s.p.|embarazada; encinta
padri|s.(<i>esp</i>)|padre (<i>cura</i>)
padri aksu|s.(<i>p.esp</i>)|sotana
padrinu|s.(<i>esp</i>)|padrino
paga|s.(<i>esp</i>)|paga; sueldo
pagay|v.tr.(<i>esp</i>)|pagar; saldar una deuda
pagay (<i>pimanpas imatapas pagay</i>)|expr.|pagar algo a alguien
pagumay|v.tr.|capturar; aprisionar
paka|s.|tesoro; dinero oculto
paka|s.(<i>zoo</i>)|águila andina
pakachamanta|expr.|por ejemplo
pakachiy|v.tr.|hacer ocultar
pakakuna|s.|escondite; juego de niños
pakakuq|s.|escondite
pakakusqata willay|v.tr.|confesar
pakakuy|v.intr.|esconderse; ocultarse; taparse la cara; esconderse; ponerse a buen recaudo
pakalla|adv.m.|secretamente; sigilosamente; clandestinamente; a escondidas
pakalla rurasqa|p.p.p.|hecho secretamente; clandestino
pakana|s.|ocultación; encubrimiento
paka-paka|s.|escondite; juego de niños
paka-paka|s.(<i>zoo</i>)|mochuelo; pequeña ave rapaz nocturna de color rojo; lechuza
pakapuy|v.tr.|ocultárselo
pakará|s.(<i>bot</i>)|"una variedad de árbol de gran porte, copa extendida en amplia sombrilla; timbó"
pakarakuy|v.cop.|permanecer escondido
pakaray|v.tr.|ocultar por ahí
pakasqa|p.p.p.|escondido; oculto; ocultado; secreto; encubierto
pakawi|s.(<i>zoo</i>)|especie de ave brillante y multicolor
pakay|s.(<i>bot</i>)|"fruto inga; pacay; pacae; pacay, guaba (<i>de vaina pequeña, jugosa, muy dulce, de clima templado. Arbol leguminoso e clima templado y cálido, sus frutos son vainas que contienen semillas negras cubiertas de membrana blanca o rosada que es dulce y suave</i>); huabo; guaba; especie de planta de la selva (<i>uso principal: alimento</i>)"
pakay|v.tr.|ocultar; esconder; encubrir; ocultar; guardar en secreto; reservar; raptar
pakaykukuy|v.intr.|esconderse; ocultarse
pakaykuy|v.tr.|ocultar; esconder; encubrir; encubrir; esconder; ocultarse
pakaypa|adv.m.|a escondidas; ocultamente; privadamente; secreto
pakaypakaylla|adv.m.|en secreto; a escondidas
pakcha|s.(<i>zoo</i>)|araña
paki|s.(<i>tex</i>)|trenza de dieciseis madejas de diseño espiral
pakiti|s.(<i>esp</i>)|paquete
paklla|s.|retribución del trabajo con comida y bebida
pakpaka|s.(<i>zoo</i>)|araña
pakray|adj.|limpio; aseado
paku|s.(<i>bot</i>)|hongo de tamaño grande y color blanco
paku|s.(<i>zoo</i>)|híbrido de vicuña y alpaca; orejera; alpaca
paku|s.(<i>zoo</i>)(<i>amz</i>)|paco (<i>pez</i>); pirapitinga (<i>pez</i>); especie de pez
pakurma|s.(<i>bot</i>)|carbón del maíz
pala|s.|cosa áspera o gruesa
palanchu|s.(<i>bot</i>)|una planta medicinal
palaniqlla palanina|adj.|brillante
palaniy|v.intr.|brillar
palankana|s.(<i>esp</i>)|fanfarrón
palán-palán|s.(<i>bot</i>)|una variedad de árbol semejante al tabaco
palanta|s.(<i>bot</i>)|plátano; banana; especie de planta de la selva (<i>uso principal: alimento</i>)
palanta kuyllin|s.(<i>zoo</i>)|arasari letreado; especie de ave
pala-pala|s.(<i>zoo</i>)|cuervo
palawra|s.(<i>esp</i>)|palabra
Palawraykikunata manam hap'inichu|expr.(<i>p.esp</i>)|No entiendo tus palabras
palay|v.tr.(<i>d2</i>)|insultar; ofender
pali papa|s.(<i>bot</i>)|especie de papa
palka|s.(<i>geo</i>)|valle
palkay|v.tr.|contagiar; contaminar; propagarse (<i>una enfermedad</i>)
palpa|s.|tuétano
palpuchiy|v.tr.|abatir; tumbar; tirar; volcar; voltear; derribar
palpunayay|v.intr.|estar a punto de caer
palpuy|v.mov.|caer; caerse
palqu|s.(<i>bot</i>)|hierba silvestre
palta|s.|pila; montón
palta|s.|carga suplementaria que se pone encima de la carga principal
palta|s.(<i>bot</i>)|aguacate; palta; árbol frutal que da aguacates; palto; aguacate; árbol frutal de ruto suave como la mantequilla; especie de planta de la selva (<i>uso principal: alimento</i>)
paltay|v.tr.|añadir; poner una cosa sobre otra; poner carga suplementaria sobre la carga principal
paltay-paltay|s.(<i>bot</i>)|especie de arbusto
palu|s.|palillo
palu|s.(<i>zoo</i>)|lagartija
paluma|s.(<i>zoo</i>)(<i>esp</i>)|paloma; (<i>ECU:</i>) tórtola; paloma aborigen; raviblanca
palumita|s.(<i>zoo</i>)(<i>esp</i>)|palometa; especie de pez de la Amazonía
palla|s.|señora; mujer importante; mujer noble adamada galana; mujer noble; mujer adamada; galana
pallachiy|v.tr.|hacer recoger
pallaki|s.(<i>pr</i>)|pallaqueo; lo cosechado; planta de cereal segado que queda en la sementera y que se la recogen los p
pallakuy|v.tr.|recogerse algo
pallalkuy|v.tr.|levantar; alzar; tomar; recoger; suspender (<i>elevar o colgar</i>)
pallana|s.|juego infantil que consiste en arrojar piedritas al aire y recogerlas; cosecha
pallanka|s.|tiro de lazo por encima de los animales para enlazar unosacándolo del grupo
pallankyay|v.tr.|enlazar y sacar un animal de entre un grupo deanimales
pallapakuy|v.tr.|rebuscar
palla-pallalla p'achallikuy|v.tr.|vestirse pulidamente; vestirse galanamente la mujer
pallapuy|v.tr.|recogérselo
pallaq|s.a.|recolector
pallar|s.(<i>bot</i>)|variedad de frijol; pallar
pallariy|v.tr.|recoger
pallarkuy|v.tr.(<i>d2</i>)|animar
pallasqa|p.p.p.|dibujado; recogido; recolectado
pallay|adv.m.|lentamente
pallay|s.(<i>agr</i>)|cosecha de papas
pallay|s.(<i>tex</i>)|motivos escogidos para el tejido; motivos artísticos de un tejido; dibujo de tejido; diseño del tejido; adorno guarda
pallay|v.tr.|recoger; recolectar; cosechar; colectar; recoger cosas pequeñas; recolectar algo uno por uno; cosechar frutas; coger; escoger
pallay|v.tr.(<i>tex</i>)|diseñar un tejido; escoger un motivo para un tejido
pallaysu|s.(<i>zoo</i>)|cucaracha
palliri|s.|escogidor del mineral; recogedor; acopiador
pallkala|s.(<i>ana</i>)|sien
pallki|s.(<i>bot</i>)|"árbol de las mimosoideas, su fruto se emplea como sustituto del café"
pallpa|adj.|plano
pallqa|adj.|ahorquillado; bifurcado; ramificado
pallqa|s.|horqueta; horqueta en que dividen los ríos o los caminos
pallqa chaki|adj.|el que tiene seis dedos en los pies
pallqaku|s.|derivación
pallqa p'anqa|s.(<i>bot</i>)|pallca panga; especie de planta hemiepifítica de la selva (<i>uso principal: medicina</i>)
pallqasqa|p.p.p.|"derivado,a"
pallqay|v.tr.|derivar; bifurcar; dividirse o bifurcarse; separar (<i>bifurcarse</i>)
pallqira|s.|boleadora de tres ramales
pallqukuy|v.tr.|engañar; burlarse de alguien
pallquy|v.tr.|engañar
pallwa|adj.|incompleto
pallwa|s.|conclusión
pallway|v.tr.|concluir
pampa|s.(<i>arc</i>)|patio
pampa|s.(<i>geo</i>)|pampa; campo; llanura; planicie; terreno; suelo; valle; superficie; llano; iso de una habitación; llanura; llano; planice; pampa (<i>bamba</i>) lugar donde los chaskis se encuentran; plano; grandes llanuras o sabanas; sitio plano
pampachakuy|s.|perdón
pampachakuy|v.intr.|perdonarse
pampachapuy|v.tr.|perdonar
Pampachaway!|expr.|¡disculpe!
pampachay|v.tr.|aplanar; nivelar; aplanar el suelo; allanar; igualar; perdonar; disculpar; encer las dificultades; limpiar la conciencia; arasar
pampakuna|s.(<i>tex</i>)|mantellina de mujer; toca
pampakuy|s.|entierro; funeral
pampalla|s.|cosa plana; superficie uniforme; llano
Pampamarka|s.(<i>top</i>)|pueblo en el departamento del Qosqo (<i>Perú</i>); (<i>esp.</i>) Bambamarca (<i> ← región de planicies</i>)
pampamisayuq|s.(<i>spi</i>)|curandero bajo; sacerdote andino del segundo nivel; sacerdote que hace dispachos y lee las hojas de coca
pampaqrusqa|p.p.p.|enterrado
pampa runa|s.|prostituta; puta; mujer pública común a todos
pampati|adj.|llano; plano
pampa t'ika|s.|especie de planta menuda medicinal que florece al ras del suelo
pampa warmi|adj.|adultera
pampa warmi|s.|prostituta
pampayachiy|v.tr.|nivelar
pampayuq|s.p.(<i>mit</i>)|ser mítico
pampilku|adj.|plano; poco profundo
pampitu|adj.(<i>p.esp</i>)|"de poca profundidad (<i>aplícase a lagunas, represas o ríos</i>)"
pamuku|s.(<i>bot</i>)|especie de hierba de frutos semejantes a la calabaza; calabaza
pan|s.(<i>esp</i>)|pan; masa
panaka|s.(<i>his</i>)|en los tiempos Inkas esta palabra se refiere a los once linajes reales de amilias Inkas que competieron en el templo de Wiraqocha para presentar l próximo Sapa Inka o soberano del imperio
panal|s.(<i>zoo</i>)(<i>esp</i>)|avispa
pana suyu awasqa|p.p.p.|tejido a mano derecha
panay|adj.|despacio
panaypa|adv.m.|gradualmente
pandilla|s.(<i>mus</i>)(<i>esp</i>)|danza alegre y dinámica alrededor de la humisha
pani|s.(<i>fam</i>)|hermana (<i>respecto del hermano</i>); hermana del hermano; hermana (<i>con respecto a un hombre</i>); hermana del hombre; hermana del varón; hermana de él
paniku|s.(<i>fam</i>)|nuera; cuñada
paniqa?|expr.|¿y tu hermana? (<i>de varón a mujer</i>)
panis|s.(<i>ana</i>)|matriz; útero
pani turi|s.|hermana y hermano
panku|s.(<i>mik</i>)|"pango; comida sancochada sólo con sal, pero sin ningún aderezo"
pankunakuq sikwi|s.(<i>mat</i>)|tangente (<i>línea</i>)
pankunku|s.|antorcha
pankha|s.(<i>fis</i>)|cuerpo
panlluy|v.tr.|abatir; abatirse
panriy|v.intr.|mojarse
pansa|s.|niño pobre
pansalu|adj.|gordo; obeso
panta|adj.|incorrecto; equivocado; erróneo
panta|s.|falta; error; yerro
pantachina|s.|disfraz; camuflaje
pantachiy|v.tr.|inducir en error; importunar; engañar
panta kaq|adj.|"ilimitado,a"
pantakaq hunu|adj.|"ilimitado,a"
pantakuy|s.|equivocación
pantakuy|v.intr.|confundirse; equivocarse
pantalun|s.(<i>esp</i>)|pantalón
panta-panta|s.(<i>bot</i>)|especie de ranunculácea herbácea de la alta puna
pantaq hunu|adj.|"infinito,a"
pantaqmasi|s.|amante
pantaqrusqa|p.p.p.|confundido
pantasqa|p.p.p.|equivocado
pantay|s.|confusión; error; equivocación; confusión
pantay|v.intr.|equivocarse; desconocer; confundir; errar; confundirse; equivocar
pantaykacha|v.intr.|estar confuso
pantaypa|adv.m.|equivocadamente
panta yuyay|v.intr.|equivocarse
panti|adj.(<i>col</i>)|rojizo; morado; rojo oscuro de cereza
panti|s.(<i>bot</i>)(<i>aym</i>)|especie de arbusto; panti; planta cuyas flores rojas se usan para teñir de morado o rojo oscuro de cereza
pantiyun|s.(<i>esp</i>)|panteon; cementerio
panuqa|s.|cuerda
panwana|s.(<i>zoo</i>)(<i>amz</i>)|panguana; especie de perdiz americana; especie de tinamu; especie de ave
paña|adv.l.|derecho; derecha
paña|s.|derecha; mano derecha; flanco derecho; lado derecho
paña|s.(<i>tex</i>)|hilo torcido derecho
pañal|s.(<i>esp</i>)|pañal
pañastay|v.intr.|bailar sin ser miembro de una pandilla
pañastay|v.mov.|retozar
paña surq'an|s.(<i>ana</i>)|pulmón derecho
pañay|v.tr.|castigar
pañu|s.(<i>tex</i>)(<i>esp</i>)|paño
pañup qayllan|s.(<i>tex</i>)(<i>p.esp</i>)|orillo del paño
pañuylu|s.(<i>esp</i>)|pañuelo
papa|s.(<i>bot</i>)|papa; patata; papa (<i>nombre de la planta y del tubérculo</i>); planta solanácea (<i>hay más de 300 variedades en bolivia</i>); papas
papa|s.(<i>bot</i>)|papa jíbara; especie de planta de la selva (<i>uso principal: alimento</i>)
papá|s.(<i>esp</i>)|padre; papá
papa allay|s.|cosecha de papas
papa awki|s.|pelota para jugar
papachina|s.(<i>bot</i>)|papachina; especie de planta tubércula de la selva (<i>uso principal: alimento</i>)
Papa Dyus Krus|s.(<i>ast</i>)(<i>esp</i>)|Cruz de Dios el Padre (<i>Papá Dios</i>): cabeza del Escorpión (<i>proveniencia: Misminay</i>)
